Date,Ticker,Close,PE_Ratio,Beta,RSI,MACD,SMA_50,SMA_200,Interest_Rate,Inflation_Rate
2015-01-27,AAPL,24.304859161376957,36.9104,1.1807657,55.811138558508176,0.107110238751062,,,,
2015-01-27,MSFT,36.6318359375,33.0745,0.90333456,36.66362313464775,-0.2612028644958641,,,,
2015-01-27,GOOGL,25.96537208557129,26.4118,1.0096312,58.69900700102958,0.0501457357246479,,,,
2015-01-27,TSLA,13.732000350952148,182.1585,2.4466493,43.64204662068985,-0.2751262234331264,,,,
2015-01-27,AMZN,15.337499618530272,50.1165,1.1699733,59.70857188654928,-0.0052260442258802,,,,
2015-01-28,AMZN,15.195500373840332,50.1165,1.1699733,54.67394661436641,0.0015564937843759,,,,
2015-01-28,TSLA,13.291333198547363,182.1585,2.4466493,37.92744596357623,-0.2718896179962833,,,,
2015-01-28,GOOGL,25.52895736694336,26.4118,1.0096312,54.00441059655087,0.0082322788592072,,,,
2015-01-28,MSFT,35.369564056396484,33.0745,0.90333456,29.173576627596404,-0.5718161577545402,,,,
2015-01-28,AAPL,25.67888832092285,36.9104,1.1807657,62.83098390495957,0.1899235657498508,,,,
2015-01-29,AAPL,26.478361129760746,36.9104,1.1807657,62.12387980507298,0.3164170395650316,,,,
2015-01-29,MSFT,36.073692321777344,33.0745,0.90333456,25.865009484399167,-0.7524879514424399,,,,
2015-01-29,GOOGL,25.56881332397461,26.4118,1.0096312,53.51348199052617,-0.0215203221566255,,,,
2015-01-29,TSLA,13.68000030517578,182.1585,2.4466493,44.93079573201325,-0.2352505753959626,,,,
2015-01-29,AMZN,15.58899974822998,50.1165,1.1699733,58.76704161720537,0.0382429737290852,,,,
2015-01-30,AMZN,17.726499557495117,50.1165,1.1699733,77.75100807563231,0.237062930279805,,,,
2015-01-30,TSLA,13.57333278656006,182.1585,2.4466493,47.005864815307305,-0.2123729443548452,,,,
2015-01-30,GOOGL,26.780420303344727,26.4118,1.0096312,67.03989502465319,0.052066889899315,,,,
2015-01-30,MSFT,34.691192626953125,33.0745,0.90333456,23.41422398513292,-0.995749441224433,,,,
2015-01-30,AAPL,26.090864181518555,36.9104,1.1807657,58.43425968344506,0.3810042834115705,,,,
2015-02-02,AAPL,26.418228149414062,36.9104,1.1807657,66.03964090841454,0.4533794002925511,,,,
2015-02-02,MSFT,35.44684600830078,33.0745,0.90333456,29.632450411096457,-1.1147113137242002,,,,
2015-02-02,GOOGL,26.513885498046875,26.4118,1.0096312,66.00765076994287,0.0878652978977392,,,,
2015-02-02,TSLA,14.062666893005373,182.1585,2.4466493,58.08482220097256,-0.1529934705822082,,,,
2015-02-02,AMZN,18.223499298095703,50.1165,1.1699733,83.76154964175508,0.4297786826078535,,,,
2015-02-03,AMZN,18.177499771118164,50.1165,1.1699733,82.52198121281737,0.5721995669509052,,,,
2015-02-03,TSLA,14.557332992553713,182.1585,2.4466493,61.88309375832778,-0.0652670319578287,,,,
2015-02-03,GOOGL,26.568687438964844,26.4118,1.0096312,64.84169641240106,0.1192828345179073,,,,
2015-02-03,MSFT,35.721622467041016,33.0745,0.90333456,31.887349657265048,-1.1732923075641253,,,,
2015-02-03,AAPL,26.42268180847168,36.9104,1.1807657,64.89926077032837,0.5052721125282034,,,,
2015-02-04,AAPL,26.62533950805664,36.9104,1.1807657,66.95615892979424,0.5563371353289739,,,,
2015-02-04,MSFT,35.92771530151367,33.0745,0.90333456,34.12943748605318,-1.1893777910697878,,,,
2015-02-04,GOOGL,26.20998764038086,26.4118,1.0096312,59.23620992042816,0.1139241361478866,,,,
2015-02-04,TSLA,14.56999969482422,182.1585,2.4466493,76.93748519197901,0.0052187412988935,,,,
2015-02-04,AMZN,18.237499237060547,50.1165,1.1699733,83.87036891092359,0.6820483702925628,,,,
2015-02-05,AMZN,18.694499969482425,50.1165,1.1699733,90.12370130704664,0.7967955154367168,,,,
2015-02-05,TSLA,14.732666969299316,182.1585,2.4466493,79.3429915368675,0.0733594716855208,,,,
2015-02-05,GOOGL,26.39581298828125,26.4118,1.0096312,61.63061934797162,0.1232511194665839,,,,
2015-02-05,MSFT,36.45152282714844,33.0745,0.90333456,38.443951667831215,-1.1466409992806277,,,,
2015-02-05,AAPL,26.815370559692383,36.9104,1.1807657,75.50016902596059,0.6051644919520385,,,,
2015-02-06,AAPL,26.58955764770508,36.9104,1.1807657,74.98251118900936,0.618509516361982,,,,
2015-02-06,MSFT,36.41717147827149,33.0745,0.90333456,34.543944720050604,-1.102830902498333,,,,
2015-02-06,GOOGL,26.597583770751957,26.4118,1.0096312,60.782682390633305,0.1452496888225809,,,,
2015-02-06,TSLA,14.490667343139648,182.1585,2.4466493,73.33333150110717,0.1066052649536395,,,,
2015-02-06,AMZN,18.714000701904297,50.1165,1.1699733,89.80371607725873,0.8791724480883047,,,,
2015-02-09,AMZN,18.527999877929688,50.1165,1.1699733,87.77943119225634,0.9188560481325928,,,,
2015-02-09,TSLA,14.498666763305664,182.1585,2.4466493,75.03429105332192,0.13207579445098,,,,
2015-02-09,GOOGL,26.3684139251709,26.4118,1.0096312,58.581849304712506,0.1425484128719851,,,,
2015-02-09,MSFT,36.37422180175781,33.0745,0.90333456,33.60456634406916,-1.059365064085959,,,,
2015-02-09,AAPL,26.76618766784668,36.9104,1.1807657,73.03657628021108,0.6360066223769465,,,,
2015-02-10,AAPL,27.28039932250977,36.9104,1.1807657,74.54834948657151,0.6834869756395499,,,,
2015-02-10,MSFT,36.580322265625,33.0745,0.90333456,36.235597560126585,-0.996797033293852,,,,
2015-02-10,GOOGL,26.910446166992188,26.4118,1.0096312,58.73927024099648,0.1820465844762395,,,,
2015-02-10,TSLA,14.419333457946776,182.1585,2.4466493,70.72298835507462,0.1441976174820798,,,,
2015-02-10,AMZN,18.649999618530277,50.1165,1.1699733,87.13599028129232,0.9492080668119804,,,,
2015-02-11,AMZN,18.756999969482425,50.1165,1.1699733,85.59191582531571,0.9707065930121068,,,,
2015-02-11,TSLA,14.186667442321776,182.1585,2.4466493,62.146910568499166,0.1334912426277306,,,,
2015-02-11,GOOGL,26.80283546447754,26.4118,1.0096312,50.355820149583415,0.2023335109231219,,,,
2015-02-11,MSFT,36.39140701293945,33.0745,0.90333456,28.54563046249875,-0.95148714860494,,,,
2015-02-11,AAPL,27.91982650756836,36.9104,1.1807657,74.56892566455569,0.7639060936631914,,,,
2015-02-12,AAPL,28.2730712890625,36.9104,1.1807657,75.5025853496644,0.8463861135027457,,,,
2015-02-12,MSFT,37.00107955932617,33.0745,0.90333456,32.56617816370556,-0.8565099458052288,,,,
2015-02-12,GOOGL,27.20189094543457,26.4118,1.0096312,51.99567314966551,0.2477555171795238,,,,
2015-02-12,TSLA,13.525333404541016,182.1585,2.4466493,51.42959744797517,0.0708257978604436,,,,
2015-02-12,AMZN,18.85849952697754,50.1165,1.1699733,85.58558143228859,0.9845848150715072,,,,
2015-02-13,AMZN,19.09149932861328,50.1165,1.1699733,88.82194984215892,1.0028246049628144,,,,
2015-02-13,TSLA,13.584667205810549,182.1585,2.4466493,47.28727856261052,0.0256549885530397,,,,
2015-02-13,GOOGL,27.45846176147461,26.4118,1.0096312,57.10348386513535,0.3009863220254338,,,,
2015-02-13,MSFT,37.67085647583008,33.0745,0.90333456,37.27719457404528,-0.7189073127133483,,,,
2015-02-13,AAPL,28.41168594360352,36.9104,1.1807657,75.94359815835982,0.9124193651523598,,,,
2015-02-17,AAPL,28.579364776611328,36.9104,1.1807657,88.85119275050673,0.9671329664835682,,,,
2015-02-17,MSFT,37.68815994262695,33.0745,0.90333456,57.678670959261936,-0.6015259724813404,,,,
2015-02-17,GOOGL,27.152070999145508,26.4118,1.0096312,62.90917194164177,0.3148198966673377,,,,
2015-02-17,TSLA,13.623332977294922,182.1585,2.4466493,48.409746343195344,-0.006943162193929,,,,
2015-02-17,AMZN,18.771499633789062,50.1165,1.1699733,85.60764221262,0.980159796829426,,,,
2015-02-18,AMZN,18.668500900268555,50.1165,1.1699733,86.30568593895086,0.943016133118391,,,,
2015-02-18,TSLA,13.630666732788086,182.1585,2.4466493,55.68715190235573,-0.0318188706065534,,,,
2015-02-18,GOOGL,27.03449821472168,26.4118,1.0096312,67.59838065923168,0.3126914507299752,,,,
2015-02-18,MSFT,37.6449089050293,33.0745,0.90333456,70.10278076985817,-0.5061557633617042,,,,
2015-02-18,AAPL,28.77834701538086,36.9104,1.1807657,85.82296016376624,1.0148515168701664,,,,
2015-02-19,AAPL,28.717981338500977,36.9104,1.1807657,81.21881989103512,1.0358570904775597,,,,
2015-02-19,MSFT,37.61897277832031,33.0745,0.90333456,65.51147912100367,-0.4277363359728312,,,,
2015-02-19,GOOGL,27.223812103271484,26.4118,1.0096312,68.69228780697975,0.3225623921650182,,,,
2015-02-19,TSLA,14.11400032043457,182.1585,2.4466493,57.05003039487309,-0.0123892520223503,,,,
2015-02-19,AMZN,18.950000762939453,50.1165,1.1699733,85.97732863716816,0.9256241789923968,,,,
2015-02-20,AMZN,19.183000564575195,50.1165,1.1699733,76.32390678151901,0.9200364591781032,,,,
2015-02-20,TSLA,14.473999977111816,182.1585,2.4466493,63.51811943125357,0.0316924930081565,,,,
2015-02-20,GOOGL,26.992149353027344,26.4118,1.0096312,53.0711969221354,0.308139891649752,,,,
2015-02-20,MSFT,37.9302978515625,33.0745,0.90333456,91.42171401810802,-0.3365870769226546,,,,
2015-02-20,AAPL,28.95273780822754,36.9104,1.1807657,91.6668795674153,1.0592368213392902,,,,
2015-02-23,AAPL,29.73524475097656,36.9104,1.1807657,92.64203943600084,1.1279054056657642,,,,
2015-02-23,MSFT,38.18109893798828,33.0745,0.90333456,90.14985167193956,-0.241331165337435,,,,
2015-02-23,GOOGL,26.653379440307617,26.4118,1.0096312,51.9818719754333,0.2663042655402066,,,,
2015-02-23,TSLA,13.822667121887209,182.1585,2.4466493,46.564887371745314,0.0139101282362705,,,,
2015-02-23,AMZN,19.006999969482425,50.1165,1.1699733,66.01923649880747,0.8911339365335422,,,,
2015-02-24,AMZN,18.929500579833984,50.1165,1.1699733,65.1796735252695,0.8521518499707419,,,,
2015-02-24,TSLA,13.607333183288574,182.1585,2.4466493,35.22091033472665,-0.0173580800428627,,,,
2015-02-24,GOOGL,26.83522224426269,26.4118,1.0096312,53.65487876005974,0.2449982378150146,,,,
2015-02-24,MSFT,38.129207611083984,33.0745,0.90333456,87.82924232906731,-0.1680897317363943,,,,
2015-02-24,AAPL,29.549665451049805,36.9104,1.1807657,88.41031922380904,1.1540479089967235,,,,
2015-02-25,AAPL,28.793989181518555,36.9104,1.1807657,73.45237628684167,1.1010965164985862,,,,
2015-02-25,MSFT,38.04273986816406,33.0745,0.90333456,84.53045418140101,-0.1156890013504252,,,,
2015-02-25,GOOGL,27.26765251159668,26.4118,1.0096312,64.21585542368823,0.2600093401217442,,,,
2015-02-25,TSLA,13.583999633789062,182.1585,2.4466493,34.71159681401399,-0.043519516916298,,,,
2015-02-25,AMZN,19.26849937438965,50.1165,1.1699733,68.70465632757691,0.8389418358479617,,,,
2015-02-26,AMZN,19.239999771118164,50.1165,1.1699733,61.71859058461221,0.8167580463358313,,,,
2015-02-26,TSLA,13.812666893005373,182.1585,2.4466493,36.021068165496494,-0.0452791574133737,,,,
2015-02-26,GOOGL,27.86349296569824,26.4118,1.0096312,67.76837863288085,0.3163385380952732,,,,
2015-02-26,MSFT,38.10326766967773,33.0745,0.90333456,81.77324647078075,-0.0684874762680252,,,,
2015-02-26,AAPL,29.15842056274414,36.9104,1.1807657,74.41736026883022,1.0761337235394244,,,,
2015-02-27,AAPL,28.720216751098636,36.9104,1.1807657,71.26275056198595,1.0093559181718952,,,,
2015-02-27,MSFT,37.921661376953125,33.0745,0.90333456,77.38897338138989,-0.0452128520331314,,,,
2015-02-27,GOOGL,28.029890060424805,26.4118,1.0096312,67.4899302723473,0.3701399453393819,,,,
2015-02-27,TSLA,13.555999755859377,182.1585,2.4466493,35.861223684278855,-0.0666166626758535,,,,
2015-02-27,AMZN,19.007999420166016,50.1165,1.1699733,55.78738294948524,0.7715626499602202,,,,
2015-03-02,AMZN,19.28300094604492,50.1165,1.1699733,64.35910420560205,0.7492978582835121,,,,
2015-03-02,TSLA,13.155332565307615,182.1585,2.4466493,31.83702647695658,-0.1145369721685227,,,,
2015-03-02,GOOGL,28.64715003967285,26.4118,1.0096312,75.41672127074033,0.4573140383015435,,,,
2015-03-02,MSFT,37.94759368896485,33.0745,0.90333456,78.82153498694663,-0.0243938269361123,,,,
2015-03-02,AAPL,28.861064910888672,36.9104,1.1807657,71.0560430354072,0.9567702438851812,,,,
2015-03-03,AAPL,28.92142677307129,36.9104,1.1807657,68.1502377288739,0.9094824682063384,,,,
2015-03-03,MSFT,37.42871856689453,33.0745,0.90333456,63.94341931697922,-0.0491963802368076,,,,
2015-03-03,GOOGL,28.834970474243164,26.4118,1.0096312,73.30757577927535,0.5353840997811901,,,,
2015-03-03,TSLA,13.303999900817873,182.1585,2.4466493,35.19731729284936,-0.1389166070047718,,,,
2015-03-03,AMZN,19.230499267578125,50.1165,1.1699733,61.34009978277313,0.7191267581658494,,,,
2015-03-04,AMZN,19.13599967956543,50.1165,1.1699733,57.44012293304956,0.6797548264582254,,,,
2015-03-04,TSLA,13.496000289916992,182.1585,2.4466493,40.733455024788256,-0.1411180949169477,,,,
2015-03-04,GOOGL,28.81205368041992,26.4118,1.0096312,74.84292303476329,0.5886207387576263,,,,
2015-03-04,MSFT,37.23846054077149,33.0745,0.90333456,63.915209032070464,-0.0832452160436147,,,,
2015-03-04,AAPL,28.738100051879883,36.9104,1.1807657,60.06591243866169,0.8474448147081439,,,,
2015-03-05,AAPL,28.261890411376957,36.9104,1.1807657,49.86649832063906,0.7511940913323087,,,,
2015-03-05,MSFT,37.281700134277344,33.0745,0.90333456,55.66408626060817,-0.105523678620635,,,,
2015-03-05,GOOGL,28.966495513916016,26.4118,1.0096312,73.22318339708347,0.635942573804293,,,,
2015-03-05,TSLA,13.375332832336426,182.1585,2.4466493,47.64594477854936,-0.1508606180179068,,,,
2015-03-05,AMZN,19.39150047302246,50.1165,1.1699733,59.86673276360036,0.6615432073453142,,,,
2015-03-06,AMZN,19.004499435424805,50.1165,1.1699733,48.4763599121618,0.6088640132194811,,,,
2015-03-06,TSLA,12.925333023071287,182.1585,2.4466493,40.782847741980206,-0.1926718602974393,,,,
2015-03-06,GOOGL,28.541534423828125,26.4118,1.0096312,63.64889317057787,0.6318708467961827,,,,
2015-03-06,MSFT,36.633094787597656,33.0745,0.90333456,28.873104898645764,-0.173516362954615,,,,
2015-03-06,AAPL,28.304370880126957,36.9104,1.1807657,48.68853131544057,0.6706121193417545,,,,
2015-03-09,AAPL,28.42509651184082,36.9104,1.1807657,48.0928421629468,0.609466327071722,,,,
2015-03-09,MSFT,37.05685424804688,33.0745,0.90333456,38.97273518385994,-0.1910054166510519,,,,
2015-03-09,GOOGL,28.601316452026367,26.4118,1.0096312,69.47380723180592,0.6262488766398739,,,,
2015-03-09,TSLA,12.725333213806152,182.1585,2.4466493,37.98824415160702,-0.239188666123951,,,,
2015-03-09,AMZN,18.92799949645996,50.1165,1.1699733,52.996357671276,0.5545499598619372,,,,
2015-03-10,AMZN,18.475500106811523,50.1165,1.1699733,46.74095507782054,0.4695797392837946,,,,
2015-03-10,TSLA,12.687999725341797,182.1585,2.4466493,37.4911605507211,-0.2758858302686722,,,,
2015-03-10,GOOGL,27.89139175415039,26.4118,1.0096312,59.93300743551136,0.5580752902009216,,,,
2015-03-10,MSFT,36.34771347045898,33.0745,0.90333456,31.617618440115024,-0.259100601472646,,,,
2015-03-10,AAPL,27.837100982666016,36.9104,1.1807657,39.38476536451768,0.5077089680989566,,,,
2015-03-11,AAPL,27.3295841217041,36.9104,1.1807657,35.77642300252067,0.3817130088487026,,,,
2015-03-11,MSFT,36.304466247558594,33.0745,0.90333456,31.4632514163864,-0.3129487372597026,,,,
2015-03-11,GOOGL,27.68414306640625,26.4118,1.0096312,55.31400604531875,0.4817704449349662,,,,
2015-03-11,TSLA,12.916000366210938,182.1585,2.4466493,32.94744769774512,-0.2833050863210573,,,,
2015-03-11,AMZN,18.318500518798828,50.1165,1.1699733,38.86832747871088,0.3851321094248803,,,,
2015-03-12,AMZN,18.71199989318848,50.1165,1.1699733,42.142135261937305,0.345970730034594,,,,
2015-03-12,TSLA,12.73799991607666,182.1585,2.4466493,23.939186739898677,-0.300088811884823,,,,
2015-03-12,GOOGL,27.9571533203125,26.4118,1.0096312,61.034553152287046,0.4382757807796906,,,,
2015-03-12,MSFT,35.47425842285156,33.0745,0.90333456,19.78714218676677,-0.4177984850779381,,,,
2015-03-12,AAPL,27.82368278503418,36.9104,1.1807657,39.01689166623374,0.3180634981479286,,,,
2015-03-13,AAPL,27.63141250610352,36.9104,1.1807657,26.87956481311464,0.2492331926055868,,,,
2015-03-13,MSFT,35.78559494018555,33.0745,0.90333456,20.964259193670244,-0.4703485256031499,,,,
2015-03-13,GOOGL,27.550128936767575,26.4118,1.0096312,60.09648195623351,0.3667349873179333,,,,
2015-03-13,TSLA,12.57866668701172,182.1585,2.4466493,28.088335439229738,-0.3225289819597918,,,,
2015-03-13,AMZN,18.52899932861328,50.1165,1.1699733,42.043935028273694,0.2967477156170091,,,,
2015-03-16,AMZN,18.667499542236328,50.1165,1.1699733,45.72592448772328,0.2658493855718227,17.34762990951538,,,
2015-03-16,TSLA,13.046667098999023,182.1585,2.4466493,40.93166040568217,-0.299101401638234,13.61617332458496,,,
2015-03-16,GOOGL,27.98056983947754,26.4118,1.0096312,62.21183349548207,0.3408423580433535,26.7520618057251,,,
2015-03-16,MSFT,35.941246032714844,33.0745,0.90333456,24.130568327275967,-0.4937435012476001,37.80667610168457,,,
2015-03-16,AAPL,27.935474395751957,36.9104,1.1807657,32.71080313056055,0.2167217000574091,26.707244834899903,,,
2015-03-17,AAPL,28.40274810791016,36.9104,1.1807657,45.533578454534485,0.2260553658393149,26.788356246948243,,,
2015-03-17,MSFT,36.06232452392578,33.0745,0.90333456,26.77458434811864,-0.49678750849354,37.72487289428711,,,
2015-03-17,GOOGL,27.7797966003418,26.4118,1.0096312,55.74430524137288,0.3006557677912624,26.780020446777343,,,
2015-03-17,TSLA,12.982000350952148,182.1585,2.4466493,40.39159850513449,-0.2824964977930229,13.583399982452391,,,
2015-03-17,AMZN,18.59600067138672,50.1165,1.1699733,37.98037358772808,0.2329080559749528,17.411029930114747,,,
2015-03-18,AMZN,18.756999969482425,50.1165,1.1699733,41.757688789941184,0.2172883479511398,17.483979930877684,,,
2015-03-18,TSLA,13.380666732788086,182.1585,2.4466493,43.45983556355994,-0.2344651780209119,13.570893325805663,,,
2015-03-18,GOOGL,28.205751419067383,26.4118,1.0096312,53.99092754670116,0.2997235727309402,26.826551780700683,,,
2015-03-18,MSFT,36.7541618347168,33.0745,0.90333456,36.21891989625418,-0.4383217172015534,37.66429122924805,,,
2015-03-18,AAPL,28.72244644165039,36.9104,1.1807657,44.97154643602282,0.2562949384073896,26.889579734802247,,,
2015-03-19,AAPL,28.505586624145508,36.9104,1.1807657,47.39129386520077,0.259766812516947,26.98642147064209,,,
2015-03-19,MSFT,36.57256317138672,33.0745,0.90333456,36.21897635009282,-0.4020065693358461,37.61175567626953,,,
2015-03-19,GOOGL,28.08170318603516,26.4118,1.0096312,50.610196857839966,0.2856819816841742,26.88337581634521,,,
2015-03-19,TSLA,13.043333053588867,182.1585,2.4466493,42.42365305159476,-0.2210716434572752,13.550053329467774,,,
2015-03-19,AMZN,18.66200065612793,50.1165,1.1699733,43.80596816170048,0.1949961716768378,17.561929950714113,,,
2015-03-20,AMZN,18.92449951171875,50.1165,1.1699733,43.55328848895103,0.1962486924586102,17.641999950408934,,,
2015-03-20,TSLA,13.20533275604248,182.1585,2.4466493,50.79499912810754,-0.195135745316163,13.53289333343506,,,
2015-03-20,GOOGL,28.145469665527344,26.4118,1.0096312,43.20605497354746,0.2765118847074959,26.942959785461422,,,
2015-03-20,MSFT,37.082794189453125,33.0745,0.90333456,41.96143508570375,-0.3282710694889204,37.559464111328126,,,
2015-03-20,AAPL,28.147863388061523,36.9104,1.1807657,41.76556265781333,0.2309903097240919,27.069472427368165,,,
