Date,GOOGL_Open,GOOGL_High,GOOGL_Low,GOOGL_Close,GOOGL_Volume,AAPL_Open,AAPL_High,AAPL_Low,AAPL_Close,AAPL_Volume,MSFT_Open,MSFT_High,MSFT_Low,MSFT_Close,MSFT_Volume,TSLA_Open,TSLA_High,TSLA_Low,TSLA_Close,TSLA_Volume,AMZN_Open,AMZN_High,AMZN_Low,AMZN_Close,AMZN_Volume,SMA_50_GOOGL_Close,SMA_200_GOOGL_Close,SMA_50_AAPL_Close,SMA_200_AAPL_Close,SMA_50_MSFT_Close,SMA_200_MSFT_Close,SMA_50_TSLA_Close,SMA_200_TSLA_Close,SMA_50_AMZN_Close,SMA_200_AMZN_Close,RSI_GOOGL_Close,RSI_AAPL_Close,RSI_MSFT_Close,RSI_TSLA_Close,RSI_AMZN_Close,EMA_12_GOOGL_Close,EMA_26_GOOGL_Close,MACD_GOOGL_Close,MACD_Signal_GOOGL_Close,EMA_12_AAPL_Close,EMA_26_AAPL_Close,MACD_AAPL_Close,MACD_Signal_AAPL_Close,EMA_12_MSFT_Close,EMA_26_MSFT_Close,MACD_MSFT_Close,MACD_Signal_MSFT_Close,EMA_12_TSLA_Close,EMA_26_TSLA_Close,MACD_TSLA_Close,MACD_Signal_TSLA_Close,EMA_12_AMZN_Close,EMA_26_AMZN_Close,MACD_AMZN_Close,MACD_Signal_AMZN_Close
2015-01-02,26.53381197141211,26.693235802043404,26.298664339339545,26.381864547729492,26480000,24.805923508061987,24.817058905170082,23.90623813027048,24.3471736907959,212818400,40.06662451359959,40.71922990321417,39.96358224695615,40.15249252319336,27913900,14.857999801635742,14.883333206176758,14.21733283996582,14.620667457580566,71466000,15.628999710083008,15.737500190734863,15.347999572753906,15.425999641418457,55664000,,,,,,,,,,,,,,,,26.381864547729492,26.381864547729492,0.0,0.0,24.3471736907959,24.3471736907959,0.0,0.0,40.15249252319336,40.15249252319336,0.0,0.0,14.620667457580566,14.620667457580566,0.0,0.0,15.425999641418457,15.425999641418457,0.0,0.0
2015-01-05,26.262296405064323,26.304144518013192,25.79399473602273,25.87918472290039,41182000,24.11556867617278,24.195738769154584,23.474209631341235,23.661272048950195,257142000,39.81759031443144,40.126720293860174,39.71454807983972,39.78324508666992,39673900,14.303333282470703,14.433333396911621,13.810667037963867,14.005999565124512,80527500,15.350500106811523,15.418999671936035,15.042499542236328,15.10949993133545,55484000,,,,,,,,,,,,,,,,26.304529190063477,26.34462900514956,-0.04009981508608362,-0.008019963017216724,24.241650361281177,24.29636616177029,-0.054715800489113064,-0.010943160097822613,40.09568522526668,40.12514086122866,-0.02945563596198042,-0.005891127192396085,14.52610316643348,14.57513650258382,-0.049033336150341,-0.0098066672300682,15.377307378328762,15.402555218449345,-0.02524784012058312,-0.0050495680241166244
2015-01-06,25.930997174056603,25.966368522154774,25.186197680374406,25.240501403808594,54456000,23.725850147566927,23.924047932143324,23.300503232989357,23.663496017456055,263188400,39.826186382159236,40.14390190788338,39.104884056424574,39.1993408203125,36447900,14.003999710083008,14.279999732971191,13.61400032043457,14.085332870483398,93928500,15.112000465393066,15.149999618530273,14.619000434875488,14.76449966430664,70380000,,,,,,,,,,,,,,,,26.14083260756273,26.2628417754206,-0.12200916785787186,-0.030817803985347753,24.152703539154235,24.24948689182109,-0.09678335266685423,-0.02811119861162894,39.95778608604296,40.056563080420055,-0.09877699437709708,-0.024468300629336286,14.458292351671929,14.538854752057862,-0.08056240038593288,-0.023957813861241135,15.283029268479204,15.355291844068406,-0.07226257558920146,-0.01849216953713359
2015-01-07,25.455224660351615,25.482125663309546,25.091543245230124,25.166271209716797,46918000,23.872831085408613,24.095525411574826,23.76148392232551,23.99531364440918,160423600,39.48269162304818,39.894863743404834,39.06193401661555,39.697364807128906,29114100,14.223333358764648,14.3186674118042,13.985333442687988,14.063332557678223,44526000,14.875,15.064000129699707,14.766500473022461,14.920999526977539,52806000,,,,,,,,,,,,,,,,25.9909000848172,26.18161432610921,-0.1907142412920102,-0.06279709144668025,24.12848970919346,24.230659243864654,-0.10216953467119438,-0.04292286582354203,39.91772127390234,40.02995580091701,-0.11223452701467096,-0.042021545906403224,14.397529306442127,14.50363088580752,-0.10610157936539188,-0.04038656696207128,15.227332385171255,15.323122042802416,-0.0957896576311601,-0.03395166715593889
2015-01-08,24.984926820592946,25.283344528610115,24.66159789316544,25.253952026367188,73054000,24.324902711486303,24.975169755287546,24.206873287961027,24.917268753051758,237458000,40.14390153832736,41.002594619361105,40.11814179410568,40.865203857421875,29645200,14.187333106994629,14.25333309173584,14.000666618347168,14.041333198547363,51637500,15.015999794006348,15.156999588012695,14.805500030517578,15.02299976348877,61768000,,,,,,,,,,,,,,,,25.877523460440273,26.112898600202392,-0.23537513976211955,-0.09731270110976811,24.249840331325508,24.281519207508143,-0.03167887618263521,-0.04067406789536067,40.06348782521303,40.09182602732478,-0.028338202111747535,-0.039284877147472086,14.342729905227547,14.469386612677138,-0.126656707449591,-0.05764059505957523,15.195896597220102,15.300890762853255,-0.104994165633153,-0.04816016685138172
2015-01-09,25.317223821508133,25.338147878892897,24.84244536664587,24.94556999206543,42000000,25.090973827617706,25.22013696775677,24.543145890743915,24.94399642944336,214798000,40.88236209824309,41.062686788468866,40.272691035678115,40.52170944213867,23944200,13.928000450134277,13.998666763305664,13.663999557495117,13.77733325958252,70024500,15.074000358581543,15.143500328063965,14.833999633789062,14.846500396728516,51848000,,,,,,,,,,,,,,,,25.73414600376722,26.02642981441447,-0.29228381064725184,-0.13630692301726485,24.35663357718979,24.33059159431816,0.026041982871628733,-0.027330857741962786,40.13398345858621,40.12366924323692,0.010314215349289668,-0.029365058648119738,14.255745805897543,14.418123401336796,-0.1623775954392528,-0.07858799513551075,15.142143335606011,15.267232217214385,-0.12508888160837373,-0.06354590980278013
2015-01-12,24.87183682306002,24.923649043990856,24.456841135285984,24.76323127746582,57138000,25.07538482764679,25.082065386664752,24.22914727124971,24.32935905456543,198603200,40.71921503127955,40.82226053594214,39.80900266966718,40.01508712768555,23651900,13.536666870117188,13.631333351135254,13.283332824707031,13.480667114257812,89254500,14.878000259399414,14.92549991607666,14.46399974822998,14.570500373840332,68428000,,,,,,,,,,,,,,,,25.584774507413158,25.932859552418275,-0.34808504500511717,-0.17866254741483534,24.35243749678604,24.33050029507722,0.021937201708823295,-0.017477245851805573,40.11569171537072,40.11562612356644,6.559180427956335e-05,-0.02347892855763988,14.136502930260662,14.3486821948865,-0.21217926462583847,-0.1053062490335763,15.054198264565137,15.215622451038529,-0.16142418647339163,-0.08312156513690244
2015-01-13,25.037735159360917,25.338146452437986,24.77319503439497,24.999374389648438,60958000,24.814831974168793,25.119923851288746,24.253642948754624,24.545372009277344,268367600,40.332812826473656,41.13998309862355,39.551402297116155,39.80900955200195,35270600,13.554667472839355,13.840666770935059,13.394000053405762,13.616666793823242,67159500,14.87399959564209,15.074999809265137,14.661499977111816,14.737000465393066,82728000,,,,,,,,,,,,,,,,25.49471295083397,25.863712503324212,-0.36899955249024075,-0.21672994842991644,24.38211972947701,24.3464167183513,0.035703011125711726,-0.006841194456302114,40.068509844083216,40.09291378493204,-0.024403940848820582,-0.023663931015876022,14.05652814003952,14.294458831844777,-0.23793069180525706,-0.13183113758791246,15.005398603154049,15.180168970620347,-0.17477036746629793,-0.10145132560278154
2015-01-14,24.930623482149525,25.321207766794675,24.818032674594495,25.205127716064453,52800000,24.28259505955869,24.605501226434438,24.16233989215733,24.45184326171875,195826400,39.46553039550781,39.70596666844565,39.17357463781138,39.46553039550781,29719600,12.388667106628418,13.013333320617676,12.333333015441895,12.845999717712402,173278500,14.596500396728516,14.795499801635742,14.324999809265137,14.66349983215332,110774000,,,,,,,,,,,,,,,,25.450161376254044,25.814928445008675,-0.36476706875463094,-0.24633737249485937,24.39284642674497,24.354226091934073,0.038620334810897106,0.002251111397137729,39.97574377507162,40.04644094127099,-0.07069716619936628,-0.03307057805257407,13.870292998143041,14.187165564131268,-0.316872565988227,-0.16883942326797538,14.95279879223086,15.141897182585753,-0.18909839035489284,-0.11898073855320382
2015-01-15,25.3525942427029,25.395438196600566,25.009836910143765,25.10947608947754,51068000,24.49637210932761,24.50973322315455,23.752573989902515,23.788204193115234,240056000,39.68879429119604,39.826185049803755,38.99325173318906,39.05335998535156,32750800,12.965999603271484,13.050000190734863,12.666666984558105,12.791333198547363,78247500,14.699999809265137,14.800000190734863,14.340999603271484,14.34749984741211,88384000,,,,,,,,,,,,,,,,25.397748255211507,25.762672714969334,-0.3649244597578267,-0.27005478994745286,24.29982454464809,24.312298543873418,-0.012473999225328214,-0.0006939107273554598,39.83383857665315,39.97287938898066,-0.13904081232750798,-0.05426462490756086,13.704299182820629,14.083770574088016,-0.37947139126738705,-0.21096581686785773,14.85967587764336,15.083052935535854,-0.22337705789249362,-0.13986000242106178
