Date,Close,High,Low,Open,Volume,Ticker
2015-01-02,24.3471736907959,24.817058905170082,23.90623813027048,24.805923508061987,212818400,AAPL
2015-01-05,23.661272048950195,24.195738769154584,23.474209631341235,24.11556867617278,257142000,AAPL
2015-01-06,23.663496017456055,23.924047932143324,23.300503232989357,23.725850147566927,263188400,AAPL
2015-01-07,23.99531364440918,24.095525411574826,23.76148392232551,23.872831085408613,160423600,AAPL
2015-01-08,24.917268753051758,24.975169755287546,24.206873287961027,24.324902711486303,237458000,AAPL
2015-01-09,24.94399642944336,25.22013696775677,24.543145890743915,25.090973827617706,214798000,AAPL
2015-01-12,24.32935905456543,25.082065386664752,24.22914727124971,25.07538482764679,198603200,AAPL
2015-01-13,24.545372009277344,25.119923851288746,24.253642948754624,24.814831974168793,268367600,AAPL
2015-01-14,24.45184326171875,24.605501226434438,24.16233989215733,24.28259505955869,195826400,AAPL
2015-01-15,23.788204193115234,24.50973322315455,23.752573989902515,24.49637210932761,240056000,AAPL
2015-01-16,23.60337257385254,23.957457457239105,23.427443841720255,23.834974890873916,314053200,AAPL
2015-01-20,24.21133041381836,24.26700400226109,23.716948676603216,24.01535829512517,199599600,AAPL
2015-01-21,24.396167755126953,24.732435014569067,24.11111754787758,24.262549780250666,194303600,AAPL
2015-01-22,25.030841827392578,25.04643036178159,24.43402098374896,24.55427612004538,215185600,AAPL
2015-01-23,25.160011291503906,25.33148521306829,24.837103427615677,25.008579048203316,185859200,AAPL
2015-01-26,25.186725616455078,25.46732091715834,25.119918344207544,25.329249836077082,222460000,AAPL
2015-01-27,24.304853439331055,25.048653213617563,24.280356932754334,25.03529040156139,382274800,AAPL
2015-01-28,25.67888641357422,26.304658727958657,25.67888641357422,26.195537266963104,585908400,AAPL
2015-01-29,26.47835922241211,26.54294078942319,25.734559191166447,25.903807377160213,337745600,AAPL
2015-01-30,26.090871810913086,26.723322972395344,26.021835404565344,26.367012339234698,334982000,AAPL
2015-02-02,26.41823387145996,26.53848904137899,25.85036421792505,26.289072421419487,250956400,AAPL
2015-02-03,26.422672271728516,26.520656583313297,26.191070055126072,26.3892677954741,207662800,AAPL
2015-02-04,26.625333786010742,26.836894420790948,26.346965871054884,26.389278337815508,280598800,AAPL
2015-02-05,26.81537437438965,26.88021081728184,26.661108296276215,26.833258936851163,168984800,AAPL
2015-02-06,26.58955955505371,26.88467609762597,26.482243673332857,26.833253513405378,174826400,AAPL
2015-02-09,26.766183853149414,26.793011545559803,26.477774219640615,26.50460361777916,155559200,AAPL
2015-02-10,27.28040313720703,27.309468747029204,26.86455852362855,26.866793027670045,248034000,AAPL
2015-02-11,27.919824600219727,27.92876773418781,27.387720922081506,27.4480849442056,294247200,AAPL
2015-02-12,28.273069381713867,28.50111502281552,28.07408935106872,28.1836397519824,297898000,AAPL
2015-02-13,28.411684036254883,28.456397996121098,28.091974276599576,28.456397996121098,217088800,AAPL
2015-02-17,28.579362869262695,28.814115414050107,28.375910436349848,28.50334709347577,252609600,AAPL
2015-02-18,28.778345108032227,28.791758955378995,28.494406163851437,28.53464941162004,179566800,AAPL
2015-02-19,28.717981338500977,28.847654224108258,28.691153641981135,28.724688262630938,149449600,AAPL
2015-02-20,28.95273780822754,28.95273780822754,28.628557256372822,28.755992243424217,195793600,AAPL
2015-02-23,29.73523712158203,29.73523712158203,28.988503414120427,29.068989906697254,283896400,AAPL
2015-02-24,29.549678802490234,29.869390353802743,29.32610553161284,29.72183117627389,276912400,AAPL
2015-02-25,28.79399871826172,29.422242445880048,28.65091196800245,29.413297605044153,298846800,AAPL
2015-02-26,29.158416748046875,29.25902400718207,28.306603389802476,28.793991335213864,365150000,AAPL
2015-02-27,28.720212936401367,29.19195249469217,28.6710265626303,29.06451414134275,248059200,AAPL
2015-03-02,28.86106300354004,29.127115652158107,28.684441680042795,28.89683553358837,192386800,AAPL
2015-03-03,28.921428680419922,28.95720121041736,28.637489767181634,28.832000766882555,151265200,AAPL
2015-03-04,28.73809814453125,28.96614376784611,28.688915178185262,28.86330200440946,126665200,AAPL
2015-03-05,28.261886596679688,28.78504702087271,28.11656368805007,28.747039989520843,226068400,AAPL
2015-03-06,28.304367065429688,28.923664085179542,28.228352995409573,28.706797806067318,291368400,AAPL
2015-03-09,28.42510414123535,28.96838893701783,27.960071351039325,28.608434146214552,354114000,AAPL
2015-03-10,27.837099075317383,28.442982231001093,27.678362311051448,28.261888488309893,275426400,AAPL
2015-03-11,27.329586029052734,27.895225921890837,27.30052212866895,27.890755208650276,275756000,AAPL
2015-03-12,27.823688507080078,27.924297486605656,27.19321205048778,27.345241919028467,193450800,AAPL
2015-03-13,27.631410598754883,28.036079245224027,27.405602897906892,27.812506048221806,207309200,AAPL
2015-03-16,27.935474395751953,27.935474395751953,27.47044337387959,27.69625110797063,143497200,AAPL
2015-03-17,28.402740478515625,28.465340703683747,28.091973856625163,28.147867158486445,204092400,AAPL
2015-03-18,28.722450256347656,28.87671631544111,28.25294686148329,28.39379736822414,261083600,AAPL
2015-03-19,28.505586624145508,28.89683977388868,28.483229642448713,28.785053159676345,183238000,AAPL
2015-03-20,28.14786720275879,28.706798516522504,27.98242350659308,28.673263899935556,274780400,AAPL
2015-03-23,28.44075584411621,28.583842602329987,28.286489739964697,28.42063506830273,150838800,AAPL
2015-03-24,28.32448959350586,28.62631137025159,28.295423985491286,28.445219327641052,131369200,AAPL
2015-03-25,27.584461212158203,28.353553577428713,27.584461212158203,28.290953353414263,206620800,AAPL
2015-03-26,27.7767391204834,27.919825858966977,27.41007913990318,27.445851677388305,190291600,AAPL
2015-03-27,27.555397033691406,27.879577492972984,27.47938296407212,27.850513590894106,158184800,AAPL
2015-03-30,28.252946853637695,28.259653776948035,27.723077737654247,27.734257080323616,188398800,AAPL
2015-03-31,27.819210052490234,28.279770244160932,27.80355999857117,28.19034063359716,168362400,AAPL
2015-04-01,27.778976440429688,27.973485782887728,27.521866860599925,27.90641312528743,162485600,AAPL
2015-04-02,28.01820182800293,28.071858934624053,27.765564649671838,27.9533653757101,128880400,AAPL
2015-04-06,28.472049713134766,28.507822247696573,27.796859327699778,27.828159442577196,148776000,AAPL
2015-04-07,28.172462463378906,28.64420039724339,28.16575553956841,28.536886204818757,140049200,AAPL
2015-04-08,28.080799102783203,28.259658380258855,27.93994857313785,28.136692413778285,149316800,AAPL
2015-04-09,28.29542350769043,28.299895926876307,27.87063579435184,28.13668674115466,129936000,AAPL
2015-04-10,28.416156768798828,28.440749960190956,28.00478285047292,28.15904721698096,160752000,AAPL
2015-04-13,28.360265731811523,28.744813691106838,28.306608630720113,28.700096313028435,145460400,AAPL
2015-04-14,28.2372989654541,28.458635980331014,28.150105544268396,28.393799540472454,102098400,AAPL
2015-04-15,28.34461212158203,28.422862406229676,28.172461495357215,28.261891123123785,115881600,AAPL
2015-04-16,28.20823097229004,28.4161541219565,28.194817125772264,28.23282416139142,113476000,AAPL
2015-04-17,27.89076042175293,28.20152707476349,27.825923980413755,28.069619687911235,207828000,AAPL
2015-04-20,28.527950286865234,28.644207642352146,27.984667146331486,28.074096799790752,188217200,AAPL
2015-04-21,28.373680114746094,28.66208808728349,28.32002131014193,28.63973281062438,129740400,AAPL
2015-04-22,28.75598907470703,28.811882384780063,28.241771645472213,28.39156530709311,150618000,AAPL
2015-04-23,28.990745544433594,29.158425497123933,28.64867871386189,28.684451255852267,183083600,AAPL
2015-04-24,29.12712287902832,29.20537488149249,28.89237028309289,29.174074762798238,178103600,AAPL
2015-04-27,29.6569766998291,29.764294267052694,29.321616978030256,29.580962648304016,387816800,AAPL
2015-04-28,29.189725875854492,30.079546544101667,28.968390519684544,30.061663684406184,475696000,AAPL
2015-04-29,28.76046371459961,29.420004142076678,28.68444962578279,29.10029602128156,253544400,AAPL
2015-04-30,27.98019027709961,28.760460377813512,27.852753603311214,28.760460377813512,332781600,AAPL
2015-05-01,28.829769134521484,29.09358733642668,28.013728158418992,28.19258573020059,234050400,AAPL
2015-05-04,28.773874282836914,29.191958546565292,28.675501514900827,28.952733550770095,203953200,AAPL
2015-05-05,28.12551498413086,28.71798272050096,28.12104256401005,28.65091006451678,197085600,AAPL
2015-05-06,27.94888687133789,28.3379037709446,27.579990741458065,28.295424316105823,288564000,AAPL
2015-05-07,28.121763229370117,28.30585900513837,27.84337315842031,28.011753503800545,175763600,AAPL
2015-05-08,28.651601791381836,28.651601791381836,28.312595530762007,28.440564531904737,222201600,AAPL
2015-05-11,28.359737396240234,28.638125726459993,28.204826945889373,28.599959929747058,168143200,AAPL
2015-05-12,28.25871467590332,28.485465656836954,28.02298149086327,28.198096788159962,192640000,AAPL
2015-05-13,28.290138244628906,28.555056673294885,28.25870738977473,28.321569099483078,138776800,AAPL
2015-05-14,28.950193405151367,28.950193405151367,28.548327154248955,28.604453936122344,180814000,AAPL
2015-05-15,28.90978240966797,29.071427807933084,28.784058972285486,28.977135229896223,152832000,AAPL
2015-05-18,29.22858238220215,29.34757088126234,28.81773394318598,28.82222504476564,203531600,AAPL
2015-05-19,29.201641082763672,29.38349129151326,29.105101245283976,29.340834393025016,178532800,AAPL
2015-05-20,29.19939422607422,29.405940356526038,29.03774883255425,29.18592434756533,145819600,AAPL
2015-05-21,29.497989654541016,29.55187259530724,29.14775910382733,29.20164204459355,158921600,AAPL
2015-05-22,29.756174087524414,29.852713936688794,29.50023609132414,29.545140258771948,182384000,AAPL
2015-05-26,29.10060691833496,29.839237137670924,28.988353377158596,29.769640490254574,282790400,AAPL
2015-05-27,29.6439151763916,29.693307011114687,29.19714825190513,29.26225380183662,183332800,AAPL
2015-05-28,29.585548400878906,29.62371420071182,29.432885201547247,29.603509381807363,122933200,AAPL
2015-05-29,29.248788833618164,29.511461766530715,29.16347502737569,29.462069923517383,203538000,AAPL
2015-06-01,29.307151794433594,29.49798417671604,29.19714552114429,29.248781188723065,128451200,AAPL
2015-06-02,29.176944732666016,29.334099020268233,29.03326032318591,29.154492651991465,134670400,AAPL
2015-06-03,29.212860107421875,29.396957557071254,29.163468275843076,29.334095848826628,123934000,AAPL
2015-06-04,29.0422420501709,29.316141018831917,28.941214528286036,29.091633892106945,153800400,AAPL
2015-06-05,28.882841110229492,29.116330445490785,28.817735549376167,29.073673542373417,142507200,AAPL
2015-06-08,28.692005157470703,29.008560958560242,28.474233018483385,28.938960887020123,210699200,AAPL
2015-06-09,28.6066951751709,28.754870688024273,28.202583410108897,28.44504978400478,224301600,AAPL
2015-06-10,28.934478759765625,29.037750116705233,28.703234987065564,28.71895041697203,156349200,AAPL
2015-06-11,28.869365692138672,29.22633114073477,28.84466977537192,29.001824052202938,141563600,AAPL
2015-06-12,28.550567626953125,28.810996686317967,28.537097749004342,28.77956582920197,147544800,AAPL
2015-06-15,28.49444007873535,28.566282280602113,28.2227866994,28.31034432939845,175955600,AAPL
2015-06-16,28.647111892700195,28.703238679995003,28.370969058407756,28.519142886182173,125976400,AAPL
2015-06-17,28.579750061035156,28.709962856973245,28.454024939889003,28.67404261725504,131672400,AAPL
2015-06-18,28.709972381591797,28.80651052008744,28.561798560211013,28.56404411120492,141628800,AAPL
2015-06-19,28.42259407043457,28.69649296363691,28.377693342601027,28.67179704947257,218867600,AAPL
2015-06-22,28.649351119995117,28.75037862968444,28.53036263125113,28.622409651413122,136157200,AAPL
2015-06-23,28.519134521484375,28.649349040901118,28.485458116414097,28.620163736695208,121075600,AAPL
2015-06-24,28.76160430908203,29.14102185080033,28.53934276284116,28.559547579384322,221123600,AAPL
2015-06-25,28.62465476989746,29.00631614835481,28.62465476989746,28.929984557804623,127752400,AAPL
2015-06-26,28.456274032592773,28.734662348263427,28.40239280988143,28.662820147030576,176267200,AAPL
2015-06-29,27.957868576049805,28.393412893288396,27.946644248887367,28.166660245227217,196645600,AAPL
2015-06-30,28.15992546081543,28.314835907044447,28.031956483059833,28.191356317607806,177482800,AAPL
2015-07-01,28.42259407043457,28.49892736317516,28.2856446238334,28.489946875037855,120955200,AAPL
2015-07-02,28.386676788330078,28.44280356039631,28.236255737424184,28.384431237848545,108844000,AAPL
2015-07-06,28.287891387939453,28.33952876873151,28.029707909685268,28.049914437074523,112241600,AAPL
2015-07-07,28.21829605102539,28.32156910454372,27.78724114622104,28.263196782867055,187787200,AAPL
2015-07-08,27.517839431762695,27.982569132079206,27.51110449177823,27.9466488812109,243046400,AAPL
2015-07-09,26.956571578979492,27.85235456630397,26.765740857168,27.80520827358726,314380000,AAPL
2015-07-10,27.67723846435547,27.80520745879473,27.212508777933586,27.376399735020648,245418000,AAPL
2015-07-13,28.211563110351562,28.234013477862227,27.910722704578234,28.07012254061319,165762000,AAPL
2015-07-14,28.200332641601562,28.370958491023465,28.07236368274838,28.29687074830505,127072400,AAPL
2015-07-15,28.47199249267578,28.546080252327005,28.193604147358503,28.22503500669174,134596800,AAPL
